N,P,K,S,Fe,Zn,temperature,ph,rainfall,label
111,89,53,36,50,18,28.0867365,7.19343203,131.5960713,banana
19,24,18,50,54,78,36.19750244,6.716286487,85.00172429,mango
2,142,195,47,40,37,12.71430656,7.035596127,74.35740469,grapes
17,144,203,45,96,42,22.73759643,6.631216606,122.0856565,apple
8,16,12,38,11,8,19.94862378,8.033595112,104.2600939,orange
87,43,32,4,110,25,25.18808473,8.014072649,75.90226522,cotton
106,21,31,22,2,1,23.54773511,7.084791043,121.3176178,coffee
96,50,43,22,6,2,21.21740855,8.935410151,230.1910333,rice
93,63,19,28,60,41,24.74003386,6.423820734,88.30372171,maize
62,67,86,7,3,43,18.18305638,8.826711344,94.14609881,chickpea
4,78,23,11,10,58,25.49080873,7.912221478,43.07257778,lentil
40,14,23,25,3,2,19.78544937,6.284330258,108.1387597,pomegranate
104,88,52,41,67,16,29.41137605,6.506560337,116.9079186,banana
10,28,30,50,54,68,32.73687398,7.188992491,95.49025966,mango
37,145,199,50,42,41,34.76048572,7.49389165,72.83213073,grapes
14,128,200,47,108,32,23.98647901,7.221151911,108.6979063,apple
15,23,8,47,11,8,28.9003864,7.341642558,98.3764074,orange
105,53,31,5,108,17,24.31738272,7.111593894,88.52794004,cotton
113,25,31,23,4,5,26.74278651,6.087255658,173.5133914,coffee
94,40,35,21,81,5,23.48228463,7.349786029,114.4055996,rice
77,58,27,23,57,41,19.67086236,6.291898524,78.52569473,maize
55,67,86,13,11,35,17.27247193,8.786870328,73.50520326,chickpea
33,72,79,13,11,62,26.67111498,7.002302632,50.8951382,lentil
101,34,28,23,65,3,19.89034076,8.50159202,107.8088339,pomegranate
94,89,51,26,60,15,29.6556529,7.195528298,124.1312929,banana
10,24,31,57,54,67,32.86450119,6.243579661,93.54517354,mango
33,133,202,39,35,41,10.89938207,7.269129049,68.5574886,grapes
2,144,202,49,81,36,24.12823769,7.178969362,107.1115148,apple
23,10,9,35,8,8,20.17412307,8.185530177,106.7689679,orange
113,47,18,6,102,34,24.95581796,7.699756583,88.01994472,cotton
93,20,39,23,7,5,25.45694143,6.094004611,109.6253065,coffee
65,39,36,19,4,7,31.28324459,6.165915141,181.7644814,rice
65,37,22,28,49,36,23.26971845,7.3959625,71.64082785,maize
27,76,82,10,4,46,18.3300626,7.097243469,69.59049409,chickpea
2,55,22,8,15,43,23.10075132,7.147083115,38.62321016,lentil
10,16,26,20,4,4,21.75124966,8.098685795,109.1861164,pomegranate
98,82,42,38,90,16,27.06005718,7.28995117,119.2630647,banana
28,29,28,59,57,66,26.35507912,5.95017612,99.58824712,mango
9,139,201,50,34,40,23.21413669,6.836630691,71.21340768,grapes
4,138,202,37,73,19,25.48730728,6.8063456,115.0351342,apple
7,14,5,25,13,8,21.41589419,7.484985557,108.8484433,orange
111,38,19,8,93,43,26.0653272,6.46548101,92.97795812,cotton
109,32,18,22,3,4,28.04755208,6.926836513,158.4990527,coffee
100,42,42,20,3,4,21.81052304,6.255831248,195.6359271,rice
86,38,24,17,4,18,24.79623804,7.245781812,207.6582566,maize
53,69,82,11,12,30,19.65802593,8.548361277,86.52855937,chickpea
12,75,20,15,9,42,27.97675811,6.616478168,44.80066299,lentil
106,30,45,16,2,4,22.53034298,8.043456678,111.7575319,pomegranate
114,84,49,30,61,21,30.18329803,6.707706327,109.7935996,banana
3,37,32,20,43,73,30.9597591,7.889365135,86.8983224,mango
17,134,199,49,33,31,16.96174684,7.374828484,72.26069673,grapes
12,126,201,33,41,43,21.94932557,7.310409108,116.5360759,apple
13,15,14,47,10,8,25.04072831,6.699076808,112.3083217,orange
133,50,19,2,91,38,21.04538647,7.940034348,70.2950739,cotton
115,27,27,43,57,5,28.42479966,6.976791564,83.85154805,coffee
112,47,40,20,1,1,23.33380603,6.377630334,190.1305385,rice
85,35,28,27,52,43,25.50156525,8.038473696,92.41829438,maize
41,70,79,12,6,36,18.42888167,8.027447814,75.95351629,chickpea
27,82,20,12,9,56,23.62576925,8.413144711,50.36336861,lentil
82,33,44,20,4,4,23.26788395,7.926342548,199.8394729,pomegranate
110,70,50,32,46,19,31.10444764,6.861886663,110.702029,banana
13,23,38,43,69,75,33.25667191,6.788892064,88.26191877,mango
1,142,201,27,38,32,12.70043069,5.611930889,68.39124889,grapes
6,125,200,50,142,36,21.90902452,6.343360634,123.7139105,apple
33,14,12,48,15,15,11.95418577,7.918754793,115.4997979,orange
108,39,23,3,81,23,22.76494565,8.250121062,71.02373446,cotton
108,39,34,7,51,4,26.3583121,7.372778677,126.3444771,coffee
109,49,44,20,1,1,20.07948603,6.653900395,231.8278436,rice
101,44,27,25,81,34,23.53367835,6.269432746,88.54759546,maize
40,65,82,9,11,36,17.68953494,8.737290313,59.65055942,chickpea
5,70,17,9,15,66,25.57846746,7.406099671,42.40631605,lentil
40,18,39,24,3,10,20.16875041,7.046512104,115.0875146,pomegranate
98,84,47,26,57,16,30.58829447,6.450834656,116.0879586,banana
32,37,36,50,50,72,35.28398094,7.15524885,98.30888818,mango
18,132,197,33,31,46,21.44841861,6.877961823,72.73840765,grapes
10,132,199,48,65,36,21.42526582,7.123848467,106.5140283,apple
30,14,10,22,10,10,29.00948374,8.645841801,114.2932658,orange
86,56,25,11,95,41,23.63503229,6.856879926,106.6893118,cotton
81,49,35,25,61,47,30.5739625,6.326018106,183.3000419,coffee
90,41,39,17,5,1,21.01651087,9.018447941,247.9893762,rice
92,58,17,22,75,25,24.35495625,6.108679667,98.24879884,maize
52,64,78,6,12,40,16.94527588,8.611635461,85.83077155,chickpea
23,82,23,10,10,42,26.589853,7.409953425,52.65276595,lentil
3,22,40,23,4,3,20.65438334,7.503206718,100.4842421,pomegranate
115,76,41,16,72,15,25.21397617,7.38713191,125.7642433,banana
11,41,24,45,56,78,36.29066897,6.863336099,89.88517212,mango
32,145,197,50,48,36,28.62234901,6.988493765,70.95198435,grapes
7,126,205,33,140,48,22.37750522,5.665318504,121.1735348,apple
8,27,18,31,9,15,30.62066056,6.614262669,122.4981621,orange
118,49,26,2,88,30,22.00080744,8.576591173,94.0619238,cotton
105,38,40,25,101,32,23.31753268,6.000617312,105.3693769,coffee
114,33,26,17,3,3,22.49758339,8.974813699,174.6908738,rice
88,41,22,24,78,30,24.48792812,7.83495244,99.77842699,maize
47,61,83,10,5,27,17.47478179,6.221164299,73.38638608,chickpea
25,59,23,9,13,49,26.96193166,7.414825678,46.2933463,lentil
43,27,38,33,3,4,20.79776647,6.312059616,102.9464776,pomegranate
99,79,44,33,63,19,25.43529133,7.085515589,119.143666,banana
13,22,26,60,68,67,34.31724986,4.886624596,104.7485843,mango
40,139,200,43,54,37,22.86553398,6.952670369,73.91586058,grapes
3,130,199,46,126,33,23.12592919,6.143451693,164.5564639,apple
6,5,8,29,7,8,27.1385489,6.072651631,93.77028144,orange
104,38,26,3,113,18,23.59788675,7.717826878,94.44302013,cotton
85,25,34,25,5,2,25.91415401,5.70053931,183.4969482,coffee
91,45,36,22,1,1,23.94198843,6.117510263,116.2693796,rice
92,39,38,23,76,36,23.48213938,7.659256235,70.13567843,maize
65,54,80,8,5,40,17.98393386,6.378377634,70.85804552,chickpea
6,80,20,10,7,35,25.91176469,7.478524356,39.61069415,lentil
31,30,42,26,3,4,21.07747047,6.336196682,115.7969409,pomegranate
80,95,51,29,45,16,27.82401727,5.758593815,113.7243439,banana
5,40,40,60,53,74,27.5122334,7.963416863,87.91593613,mango
31,126,197,35,52,39,23.73068311,7.338652482,75.33505948,grapes
7,139,195,46,57,18,24.10525929,6.198681374,116.2996098,apple
11,6,10,34,9,7,24.1417294,6.628794124,108.1149478,orange
140,50,13,1,110,33,24.73341565,7.452469288,63.14376517,cotton
39,38,24,49,52,5,27.83741401,6.933880014,197.3586534,coffee
74,50,17,25,104,4,23.5299271,6.223235494,168.5140913,rice
89,53,20,31,85,27,23.73556867,7.928819394,78.40712634,maize
53,80,80,10,3,25,18.17909755,6.103899956,96.86892283,chickpea
34,67,17,10,13,64,26.64961204,7.599552026,48.1572116,lentil
15,26,37,20,5,5,23.68983572,5.907031923,111.8979353,pomegranate
100,90,47,39,52,14,28.8728915,5.661630592,108.1799894,banana
13,29,33,43,115,72,27.37813611,7.174045787,93.33461778,mango
36,135,198,41,33,37,28.75024506,7.016445409,65.49880525,grapes
11,127,203,48,125,34,23.02337969,6.009920962,111.5135507,apple
16,22,47,42,15,9,22.78613505,7.472036953,97.5196935,orange
130,41,16,7,110,40,23.83654802,6.47810642,87.41237602,cotton
98,38,20,22,3,2,24.18252966,6.213399373,160.6040951,coffee
60,54,81,9,10,2,19.74838097,9.085197495,90.33047813,rice
99,37,20,24,68,38,26.39358074,6.323653626,161.2226127,maize
36,75,80,9,9,6,16.98655766,8.475738822,64.74093283,chickpea
35,87,21,11,7,52,25.21528727,6.223091611,50.72185345,lentil
5,23,39,20,9,4,22.14107435,8.009435638,118.9156857,pomegranate
91,82,55,23,51,16,30.23320898,7.329601081,110.653941,banana
34,29,27,46,55,68,27.53212393,4.702715949,91.70355324,mango
37,132,200,48,37,36,21.42893537,6.774545498,75.37963681,grapes
3,133,198,49,71,27,22.53331465,7.272585714,112.536993,apple
19,28,6,35,9,14,23.30837653,6.081286954,102.5461689,orange
120,47,18,10,86,24,21.19275203,8.575875859,72.71844191,cotton
85,41,38,25,5,2,23.54884441,7.500941766,176.7950751,coffee
113,49,39,17,2,1,22.45646905,8.308806584,200.4081758,rice
101,45,21,20,73,23,22.58668962,6.619903064,82.89009402,maize
59,53,83,13,6,30,18.00365268,8.663504839,86.2655298,chickpea
35,77,22,11,7,64,24.72196215,6.221777842,50.29948136,lentil
24,22,42,22,2,3,20.84311686,6.974447067,105.5137508,pomegranate
103,87,51,45,66,16,30.99030803,7.202988326,112.9240823,banana
16,37,40,44,67,63,23.48653258,7.206373099,108.6552917,mango
23,131,205,31,53,42,22.94548142,6.716672273,78.85614362,grapes
17,131,202,36,134,26,24.32188045,6.418426545,111.7742103,apple
42,5,5,30,10,14,19.2203068,7.43664072,100.2230309,orange
95,55,32,7,107,32,26.79234256,6.675537864,110.9231859,cotton
35,40,37,60,48,80,27.07370198,6.997897017,88.43258865,coffee
103,13,39,22,5,7,23.41978025,7.368565693,237.5146386,rice
63,45,20,30,70,36,18.75875242,8.104155495,87.26622531,maize
25,60,80,11,11,25,17.37402779,7.961355209,91.22078885,chickpea
40,77,18,10,7,64,26.85893924,8.697289281,44.58007553,lentil
19,21,40,24,1,3,21.97665219,5.973843483,107.4995402,pomegranate
104,71,40,42,58,15,25.37587754,7.194224191,108.1968156,banana
84,54,29,49,63,75,29.55523662,7.014774952,102.5618153,mango
35,137,205,42,50,48,19.25854188,6.109529772,72.40122665,grapes
22,138,200,51,68,31,24.59812986,5.922195643,115.8782265,apple
7,26,11,28,15,4,21.75658438,6.221498604,118.2589537,orange
117,50,15,6,84,29,24.41173644,7.967548432,68.21501943,cotton
10,26,24,18,4,5,28.40632319,6.131216233,96.57739763,coffee
109,37,23,23,6,5,20.54727384,8.647972076,201.3379956,rice
93,65,38,26,83,4,22.87719803,6.452580167,73.96606563,maize
39,40,82,5,11,27,19.76685811,9.053025738,86.15493138,chickpea
13,84,29,9,6,61,28.12868317,5.977821278,47.81703263,lentil
7,19,39,20,4,3,20.61418291,8.002593015,97.36217124,pomegranate
122,85,55,44,61,21,23.91361365,6.917421665,109.7215854,banana
16,39,37,48,50,67,29.25659343,5.010597846,86.16597301,mango
62,139,195,32,34,40,27.13409119,6.734828781,66.06080902,grapes
19,135,203,52,72,20,23.31221433,6.429839851,109.6208369,apple
13,11,7,48,10,11,20.55231457,6.968302883,86.71405327,orange
72,64,16,2,93,40,27.49526868,6.54960385,201.7652455,cotton
41,7,39,20,9,35,20.51872653,7.021380273,112.7003124,coffee
74,40,23,18,5,4,23.33217231,7.873350985,77.33859412,rice
66,38,13,27,70,35,22.47198877,6.276772481,65.59069056,maize
34,73,82,8,11,36,17.32288319,8.767467374,61.9600953,chickpea
41,59,28,9,14,67,26.2684955,7.278765714,39.13015597,lentil
10,10,30,21,4,9,21.70049868,6.799268325,111.1097846,pomegranate
103,92,40,26,60,11,31.36647373,7.44737618,107.6294296,banana
32,24,34,48,53,63,28.49487427,5.618998153,97.95229641,mango
40,137,200,38,52,34,35.13235838,6.967065056,69.92067992,grapes
23,120,205,51,66,30,22.16340604,6.94046407,124.9200761,apple
83,5,41,39,13,16,30.28043855,7.924711084,115.2262377,orange
136,43,16,2,104,43,24.58089499,6.918948153,89.39949625,cotton
77,40,17,24,76,7,26.06816481,6.114503576,182.7345572,coffee
87,33,48,19,3,1,20.86368822,6.435355312,101.5305754,rice
76,38,12,30,88,24,22.19626768,7.227497301,97.87952563,maize
53,79,81,11,5,43,18.06850222,8.806735007,77.11267494,chickpea
2,82,27,11,12,46,26.99906656,8.628530972,56.70907996,lentil
3,8,34,29,3,6,20.95608122,5.813021295,108.9798135,pomegranate
105,76,47,41,63,17,25.01553082,6.746291603,111.5000286,banana
29,26,21,35,49,71,30.63813354,7.321837244,96.98631847,mango
30,123,202,47,36,36,26.15540092,7.452731057,69.66369087,grapes
5,135,204,50,68,18,21.45698567,6.475786951,116.1757625,apple
6,11,10,36,10,6,24.26636518,8.811352861,96.06317888,orange
100,45,17,6,107,40,24.08863501,6.725001556,67.52168847,cotton
91,21,46,24,3,5,22.48544692,7.838789179,121.2326107,coffee
92,45,31,25,8,6,26.0858182,7.56967402,168.215339,rice
94,59,15,27,71,31,22.00300536,6.245735757,74.88766858,maize
49,81,84,10,5,46,17.64511175,6.118706225,70.7385675,chickpea
4,78,23,11,11,40,24.83636916,8.064583683,50.70166128,lentil
75,25,34,26,1,1,23.65862998,5.748395927,113.2816049,pomegranate
98,90,42,43,68,21,29.78740578,7.0389447,120.9336117,banana
27,39,26,57,54,80,29.39024922,6.625251778,89.82625819,mango
83,127,199,31,38,29,23.34954218,7.962789632,74.37641622,grapes
5,143,201,31,70,17,24.9123675,7.072395556,122.8874668,apple
31,24,8,45,11,16,24.59938202,7.860120014,98.26542427,orange
119,58,17,4,84,1,28.49603276,8.748797195,71.17095114,cotton
20,32,31,59,2,80,26.05112284,6.927316966,159.9984911,coffee
117,13,43,19,2,1,20.79884874,6.468678767,217.9628066,rice
87,61,23,24,92,36,24.44977137,5.954550052,73.12651732,maize
27,61,81,7,11,32,17.28758742,8.868297868,65.76426123,chickpea
40,89,17,12,9,49,24.62843338,7.931199125,50.83555548,lentil
21,5,37,25,3,6,22.6442017,7.289619654,118.2295239,pomegranate
115,84,37,27,52,17,25.48614017,6.296518355,111.2023377,banana
9,22,31,35,48,63,30.26775657,6.513134039,88.64484315,mango
25,145,36,31,34,12,21.79963856,7.008534213,71.42121385,grapes
5,133,203,43,70,33,25.87679244,7.106223491,117.2538727,apple
12,9,8,26,13,15,24.53993323,6.841092322,129.1780985,orange
136,42,20,1,106,19,25.63941155,6.786059932,78.3129005,cotton
94,44,35,17,3,1,24.1210949,7.08239293,202.714295,coffee
9,56,41,22,1,7,20.88879863,7.795714771,180.4647452,rice
95,64,15,25,66,19,22.53654736,6.097372334,75.14114863,maize
59,61,80,8,12,40,16.91292641,6.817906779,70.55756927,chickpea
96,78,25,12,14,42,27.5597617,7.93891873,53.77556446,lentil
38,28,24,22,3,1,21.4687306,7.774283146,119.5504292,pomegranate
115,80,52,27,62,18,29.83999725,7.043923218,107.227079,banana
21,12,17,55,35,42,30.41991552,5.83086564,102.6287282,mango
40,139,192,45,33,31,28.85689788,6.969232041,71.67523765,grapes
16,131,205,45,68,34,22.33065024,6.390186666,110.4503939,apple
31,11,5,37,11,15,27.94645552,7.374925473,102.1600504,orange
105,42,37,4,67,24,25.99482273,8.680841801,76.45995841,cotton
91,28,46,22,4,2,24.07580695,6.227341805,200.438242,coffee
76,56,39,21,4,4,28.98835399,7.954246037,249.32347,rice
90,58,23,32,71,36,23.50653737,7.900921981,108.222311,maize
74,72,79,11,7,23,21.06335405,8.811673547,76.28826867,chickpea
40,82,20,10,7,62,26.68187335,8.36969498,40.44499319,lentil
19,31,38,19,5,5,23.55450196,6.871475272,295.0440562,pomegranate
110,92,38,33,55,19,29.44935708,7.152123004,112.7040773,banana
9,24,33,52,46,55,36.01387816,6.789050734,75.41708145,mango
2,119,205,31,38,39,21.18852573,7.636260943,76.77203201,grapes
12,140,205,52,90,51,24.66352644,6.246198945,122.8376966,apple
6,11,5,30,10,8,32.93999958,7.250793816,106.5718312,orange
89,47,28,9,105,23,26.76146575,6.655322595,70.02272756,cotton
119,39,31,3,4,5,28.20705407,6.069832215,193.5587935,coffee
58,39,42,19,6,1,21.37550048,7.766178182,149.4150773,rice
71,36,20,19,52,28,25.81162477,6.123908048,87.9409647,maize
56,69,85,8,13,47,17.97418788,8.774671581,65.46251885,chickpea
3,81,20,14,10,61,27.97817247,7.343039587,40.65967939,lentil
71,23,39,23,12,5,24.24062921,6.126377489,115.3038129,pomegranate
103,92,51,44,56,15,26.56768653,6.452013905,127.3851606,banana
83,42,19,27,69,53,26.84422325,6.23497279,73.84840598,mango
27,130,42,44,41,30,22.37411095,5.826757837,74.08512835,grapes
27,128,203,50,71,36,21.73574736,7.600839416,109.8974689,apple
13,18,47,46,11,16,18.53853273,7.359216822,99.65620084,orange
124,37,19,7,103,45,26.23054928,7.012844516,81.59227165,cotton
5,15,12,36,9,12,28.94389586,7.550342756,119.4368327,coffee
76,62,41,26,3,1,21.69735147,6.942484976,285.7323049,rice
83,53,22,29,69,29,24.23832791,6.327687068,190.5486975,maize
34,68,85,12,5,25,19.99354041,8.705114506,67.79537152,chickpea
7,75,21,12,8,50,23.79982327,8.245021562,51.6964761,lentil
39,22,43,23,5,3,21.31198162,7.858192334,109.4570673,pomegranate
99,95,41,26,60,15,30.25071062,7.203910954,114.594367,banana
20,36,21,35,46,70,31.63622743,5.485093744,92.18856588,mango
25,128,201,30,31,39,17.81113519,6.174858506,70.23044856,grapes
36,125,202,35,92,26,23.77993799,6.456285198,126.1746847,apple
32,21,13,38,9,14,31.3590416,8.625441803,96.61922587,orange
133,43,14,6,110,46,26.93667119,7.423882388,59.33541341,cotton
92,26,36,2,4,2,27.28390546,7.010845108,210.2563787,coffee
99,70,17,18,77,59,20.86932412,7.115748679,75.47924582,rice
63,40,23,23,53,41,22.43349631,7.242091493,87.55301655,maize
47,71,84,12,12,36,17.36236134,7.834606645,70.26513453,chickpea
24,76,19,7,12,60,23.83887331,6.304912452,46.10892336,lentil
6,8,41,25,4,5,19.88621653,7.064744418,116.5209641,pomegranate
102,93,54,46,64,18,22.67152916,6.698382166,115.4631228,banana
19,27,31,59,57,74,35.14354055,7.027671851,102.8880272,mango
20,134,201,29,37,38,31.05015507,7.506006966,73.74855564,grapes
14,132,204,34,64,40,22.30871903,7.476767851,107.3669011,apple
8,16,13,22,12,11,21.30393826,7.178484835,99.69108909,orange
133,46,18,4,115,31,25.08940447,8.245506675,64.44146992,cotton
114,25,11,50,91,4,26.55089849,8.521947691,118.9426665,coffee
100,57,39,23,5,3,22.30234186,5.907806054,299.5225512,rice
65,63,29,20,65,42,24.74191312,6.233719005,75.89967917,maize
36,48,83,11,10,23,20.33639387,8.817571916,78.92073326,chickpea
85,76,21,8,8,40,28.43402469,7.67059046,46.65415749,lentil
20,10,42,23,4,4,21.60522268,6.703569223,110.9755341,pomegranate
87,92,50,25,57,16,28.88371861,7.242099316,119.7769482,banana
25,41,31,52,52,75,33.20197873,5.286345887,86.59193276,mango
4,130,197,49,39,38,24.19077164,6.951842955,70.38801291,grapes
4,136,202,48,79,18,23.48090073,7.150366794,108.1327412,apple
38,5,7,36,7,13,28.60633079,7.268140063,105.5383949,orange
107,53,20,8,96,26,23.97871388,8.30104572,89.50956442,cotton
84,23,16,39,64,40,26.36379934,8.370264943,92.96045538,coffee
102,46,14,21,9,5,21.91306461,8.724520552,101.0905193,rice
82,39,28,22,5,2,24.47874441,6.109432361,98.10988311,maize
66,72,83,9,12,38,19.37192302,8.73852463,76.83559827,chickpea
28,80,23,10,10,49,24.43447253,8.852541683,53.41214952,lentil
93,8,42,24,10,5,23.62557396,7.985829674,106.4534544,pomegranate
105,92,41,27,68,17,25.86459098,6.471590397,120.7705462,banana
7,20,28,49,54,74,27.43534396,4.923272828,107.2764127,mango
24,121,200,29,48,47,23.73803831,6.002674785,65.95436291,grapes
12,125,204,48,67,45,23.42686198,6.186622405,103.8258555,apple
15,13,8,49,14,9,28.56522123,6.672023053,93.74918921,orange
129,50,20,6,108,40,26.1622483,7.599183764,71.4756305,cotton
104,38,38,3,3,7,35.83402203,6.98948759,91.18887895,coffee
77,41,27,17,4,2,22.95046928,7.681134932,201.2104419,rice
104,38,18,28,65,36,23.33081668,6.315425165,88.93505166,maize
56,63,83,13,6,29,18.84630408,6.250755268,71.44957422,chickpea
24,80,25,9,7,38,27.50234677,7.239563757,46.5892968,lentil
102,7,42,24,3,7,19.58812645,6.791771711,108.3764091,pomegranate
103,82,39,41,56,20,24.5441529,5.640164104,114.7198802,banana
16,23,40,57,59,63,34.58953965,6.380940107,91.21546273,mango
101,145,198,32,41,32,22.57253004,7.248525744,72.22553254,grapes
7,119,24,42,87,32,21.73285175,6.66095949,96.10506889,apple
21,5,9,49,9,12,11.17746229,7.476615652,110.9544716,orange
136,39,17,7,104,39,23.03117904,7.1165596,71.39644051,cotton
105,22,46,2,114,5,27.77814887,7.18086261,211.1472627,coffee
83,37,45,20,5,2,20.23792312,6.014713606,115.1472601,rice
41,56,32,30,58,25,21.28784565,7.038048497,187.1774366,maize
45,56,80,10,5,29,17.67899605,5.464454739,69.85236249,chickpea
18,76,25,9,10,64,25.46896582,7.400898972,41.61735709,lentil
13,21,27,27,8,3,22.36758338,7.898537366,109.0091579,pomegranate
91,87,51,36,60,10,26.6702589,7.2788009,121.7101491,banana
32,49,36,52,81,52,31.56971347,5.744794399,95.19216811,mango
32,138,199,33,48,43,23.20624358,6.598217879,63.66796112,grapes
4,131,204,33,72,28,22.91133159,6.098731745,113.6232846,apple
7,17,5,47,13,13,25.37377982,6.927438232,97.64829362,orange
128,46,17,3,105,38,24.8128527,6.513676275,70.79676853,cotton
84,50,29,16,52,4,27.02818372,6.541721526,109.7449631,coffee
